   6.9721109770486428E-002  2.3394624948705482E-002
   0.2312387610758853       3.0481267769151714E-002
   0.3195022630595792       3.2186809295606460E-002
   0.3881907103170743       3.2579413664121801E-002
   0.4464329278321179       3.2480520852528200E-002
   0.4979083153845084       3.2224303008163452E-002
   0.5445392749887938       3.1975245277550073E-002
   0.5874805132781882       3.1824782971607055E-002
   0.6274899879343778       3.1830796483122169E-002
   0.6650969977636102       3.2036672844994195E-002
   0.7006884813599049       3.2481768424916561E-002
   0.7345574718064830       3.3207862743912936E-002
   0.7669322074753506       3.4263373599848164E-002
   0.7979945753821240       3.5705354273153703E-002
   0.8278923081026774       3.7597027469323460E-002
   0.8567473404054784       3.9994014059666676E-002
   0.8846617075290097       4.2902732491859850E-002
   0.9117218151631699       4.6179049743754010E-002
   0.9380015989968820       4.9337403545042326E-002
   0.9635649076201300       5.1366182908066736E-002
   0.9884673300991145       5.0990543575597416E-002
    1.012757618657867       4.7703676460025074E-002
    1.036478810987391       4.2414824071991944E-002
    1.059669126238053       3.6591704956531815E-002
    1.082362688094153       3.1219229408178922E-002
    1.104590114048955       2.6653835839971593E-002
    1.126378999951155       2.2902354699969769E-002
    1.147754321711422       1.9848356642432175E-002
    1.168738770848101       1.7356716559748971E-002
    1.189353036721987       1.5308863641622825E-002
    1.209616045460746       1.3609851200881467E-002
    1.229545163429296       1.2186184246292624E-002
    1.249156371471826       1.0981554216192674E-002
    1.268464414898952       9.9527930646778721E-003
    1.287482933223280       9.0666130655147580E-003
    1.306224572888408       8.2971324892396683E-003
    1.324701085639242       7.6240400385084737E-003
    1.342923414707655       7.0312447236584117E-003
    1.360901770608868       6.5058772606735949E-003
    1.378645698039432       6.0375535399216493E-003
    1.396164135121267       5.6178225246002788E-003
    1.413465466035587       5.2397512887970713E-003
    1.430557567926394       4.8976089630747618E-003
    1.447447852818112       4.5866258592475269E-003
    1.464143305180215       4.3028056253776375E-003
